id,price,price_m,area,room,year,loc,url,offer,seller,addons,market,floor,floor_count
ID451T6,405000,10385,39.0,2,1970,"Wrocław, Krzyki, Huby, Borowska",https://www.otodom.pl/pl/oferta/ID451T6,Rozkładowe z potencjałem 2 pok balkon w Centrum.,Royal Home,telewizja kablowa:internet:telefon:drzwi / okna antywłamaniowe:domofon / wideofon:meble:balkon:piwnica:winda:oddzielna kuchnia,0,9,10
ID451eR,699999,11667,60.0,2,2017,"Wrocław, Stare Miasto, Szczepin",https://www.otodom.pl/pl/oferta/ID451eR,ŚWIETNA LOKALIZACJA 2 kawalerki klimatyzacja garaż,Home Expert,internet:drzwi / okna antywłamaniowe:domofon / wideofon:meble:piekarnik:kuchenka:telewizor:pralka:klimatyzacja:garaż/miejsce parkingowe:winda,0,4,7
ID450Z3,369000,8786,42.0,2,2015,"Wrocław, Psie Pole, Widawa, Zegarmistrzowska",https://www.otodom.pl/pl/oferta/ID450Z3,"2 pokoje+ogród, bezczynszowe, 10 min do Rynku -2 к",Flipcom Nieruchomości,domofon / wideofon:meble:taras,0,parter,1
ID450tG,330000,7097,46.5,2,0,"Wrocław, Fabryczna, Kozanów, ul. Kozanowska",https://www.otodom.pl/pl/oferta/ID450tG,Kozanowska/Balkon/Winda/Super cena!!,Home Expert,balkon:winda:oddzielna kuchnia,0,3,0
ID450nU,999000,15609,64.0,3,0,"Wrocław, Stare Miasto, Księcia Witolda",https://www.otodom.pl/pl/oferta/ID450nU,Apartament przy Rynku nad Odrą,HOME Nieruchomości,garaż/miejsce parkingowe:winda:taras,0,2,0
ID450jY,400000,8889,45.0,2,0,"Wrocław, Fabryczna, Grabiszyn",https://www.otodom.pl/pl/oferta/ID450jY,Okolice Spiżowej BALKON/PIWNICA,Home Expert,domofon / wideofon:meble:balkon:piwnica:oddzielna kuchnia,0,2,4
ID43RIz,899000,8324,108.0,3,1931,"Wrocław, Śródmieście, Ołbin, ok. Parku Tołpy",https://www.otodom.pl/pl/oferta/ID43RIz,Kamienica Po Rewitalizacji Obok Parku Tołpy!,SDP,telewizja kablowa:internet:system alarmowy:drzwi / okna antywłamaniowe:domofon / wideofon:rolety antywłamaniowe:meble:piwnica,0,parter,4
ID416wE,1100000,12500,88.0,4,2018,"Wrocław, Stare Miasto, Tęczowa",https://www.otodom.pl/pl/oferta/ID416wE,"Mieszkanie, 88 m², Wrocław",Świat Nieruchomości,telewizja kablowa:internet:balkon:piwnica:garaż/miejsce parkingowe:winda:pom. użytkowe,0,3,6
ID44XUI,609000,12688,48.0,2,2018,"Wrocław, Krzyki",https://www.otodom.pl/pl/oferta/ID44XUI,okolice Mierniczej centrum widok na rzekę,Home Expert,domofon / wideofon:monitoring / ochrona:zmywarka:meble:klimatyzacja:balkon:garaż/miejsce parkingowe:winda:pom. użytkowe,0,4,9
ID44XN8,600000,12000,50.0,3,2018,"Wrocław, Krzyki, Jagodno",https://www.otodom.pl/pl/oferta/ID44XN8,okolice Buforowej 3 pok garaż balkon,Home Expert,domofon / wideofon:zmywarka:lodówka:meble:piekarnik:kuchenka:pralka:balkon:garaż/miejsce parkingowe,0,2,3
ID44XmZ,560000,8615,65.0,1,2000,"Wrocław, Fabryczna, Gądów Mały",https://www.otodom.pl/pl/oferta/ID44XmZ,Okolice Drzewieckiego/Sauna/Garaż/65m2,Home Expert,meble:garaż/miejsce parkingowe:dwupoziomowe,0,parter,2
ID44VXo,529000,9951,53.16,4,1969,"Wrocław, Stare Miasto, Plac Nowy Targ",https://www.otodom.pl/pl/oferta/ID44VXo,4 pokoje z dużym balkonem przy Pl.Nowy Targ,SDP,internet:domofon / wideofon:balkon,0,4,5
ID44VAY,490000,6872,71.3,2,0,"Wrocław, Stare Miasto",https://www.otodom.pl/pl/oferta/ID44VAY,Okolice Dworca Głównego PIWNICA/KOMÓRKA,Home Expert,domofon / wideofon:meble:piwnica:oddzielna kuchnia:pom. użytkowe,0,4,4
ID44VpN,660000,7952,83.0,3,0,"Wrocław, Psie Pole",https://www.otodom.pl/pl/oferta/ID44VpN,Ul.Bierutowska./2garaże/2KOMÓRKI/balkon/83m2,Home Expert,domofon / wideofon:zmywarka:lodówka:meble:piekarnik:balkon:garaż/miejsce parkingowe:oddzielna kuchnia:pom. użytkowe,0,1,2
ID44WWg,357000,8961,39.84,2,1968,"Wrocław, Krzyki, Huby",https://www.otodom.pl/pl/oferta/ID44WWg,Okolice Ul.Jerzego/40m2/balkon/piwnica,Home Expert,domofon / wideofon:zmywarka:lodówka:meble:piekarnik:pralka:balkon:piwnica:garaż/miejsce parkingowe:oddzielna kuchnia,0,parter,4
ID44CG2,2052000,8883,231.0,6,2005,"Wrocław, Fabryczna, Popowice",https://www.otodom.pl/pl/oferta/ID44CG2,Apartament 231 m2 Popowice do Centrum 10 min,House,balkon:garaż/miejsce parkingowe:taras:dwupoziomowe,0,2,3
ID44W7G,1150000,10129,113.53,3,2009,"Wrocław, Krzyki",https://www.otodom.pl/pl/oferta/ID44W7G,"Wyposażony apartament w centrum, 113 mkw, winda",VENDO NIERUCHOMOŚCI,internet:drzwi / okna antywłamaniowe:teren zamknięty:domofon / wideofon:monitoring / ochrona:klimatyzacja:balkon:garaż/miejsce parkingowe:winda,0,4,0
ID44UZR,420000,8948,46.94,2,2019,"Wrocław, Krzyki, Księże Małe",https://www.otodom.pl/pl/oferta/ID44UZR,okolice Czechowickiej LOGGIA/WINDA/2019,Home Expert,teren zamknięty:domofon / wideofon:balkon:garaż/miejsce parkingowe:winda,0,2,4
ID44US8,410000,9939,41.25,2,1992,"Wrocław, Krzyki, Południe",https://www.otodom.pl/pl/oferta/ID44US8,Okolice Kościuszki/Do zamieszkania/Super okazja!!,Home Expert,domofon / wideofon:lodówka:meble:piekarnik:kuchenka:pralka:garaż/miejsce parkingowe:winda,0,parter,8
ID44Ui9,335000,8701,38.5,1,1961,"Wrocław, Stare Miasto",https://www.otodom.pl/pl/oferta/ID44Ui9,okolice pl. Legionów BALKON/PIWNICA,Home Expert,telewizja kablowa:internet:domofon / wideofon:lodówka:meble:piekarnik:kuchenka:pralka:balkon:piwnica:garaż/miejsce parkingowe:oddzielna kuchnia,0,4,5
ID44TMN,475000,9500,50.0,2,1999,"Wrocław, Krzyki, Klecina",https://www.otodom.pl/pl/oferta/ID44TMN,"Mieszkanie, 50 m², Wrocław",House Invest,balkon:piwnica:oddzielna kuchnia:pom. użytkowe,0,parter,3
ID44Tyi,361425,11850,30.5,1,2000,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID44Tyi,okolice Walecznych,Home Expert,monitoring / ochrona:meble:garaż/miejsce parkingowe,0,parter,4
ID44TlO,649000,9271,70.0,4,0,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID44TlO,Okolice pl. Grunwaldzkiego/Balkon/Inwestycja!!,Home Expert,domofon / wideofon:meble:balkon,0,3,3
ID44Tkk,389000,7481,52.0,2,1984,"Wrocław, Fabryczna, Gądów Mały",https://www.otodom.pl/pl/oferta/ID44Tkk,Okolice Balonowej BALKON/PIWNICA,Home Expert,domofon / wideofon:meble:balkon:piwnica:winda:oddzielna kuchnia,0,5,10
ID44T5w,546000,11870,46.0,2,2017,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID44T5w,okolice Myśliwskiej BALKON/WINDA/2017,Home Expert,domofon / wideofon:meble:balkon:winda:oddzielna kuchnia,0,2,4
ID44RUf,299000,7961,37.56,2,2019,"Klonowa, Kamieniec Wrocławski, wrocławski, dolnośląskie",https://www.otodom.pl/pl/oferta/ID44RUf,Piękne mieszkanie w Kamieńcu Wrocławskim!,Metrohouse  Franchise,balkon,0,2,2
ID44RQw,779000,6492,120.0,5,0,"Wrocław, Krzyki, Borek, Energetyczna",https://www.otodom.pl/pl/oferta/ID44RQw,Borek -nowa niższa cena - oferta bez prowizji,BiuroSWN,telewizja kablowa:internet:telefon:domofon / wideofon:balkon:piwnica:oddzielna kuchnia:taras:dwupoziomowe:pom. użytkowe,0,5,5
ID44RNe,1500000,10563,142.0,4,0,"Wrocław, Krzyki, ul. Deszczowa",https://www.otodom.pl/pl/oferta/ID44RNe,Dom wolnostojący na Borku.,Tecnocasa Wrocław,balkon:piwnica:garaż/miejsce parkingowe:ogródek:taras:pom. użytkowe,0,0,0
ID44R3K,699999,10989,63.7,3,0,"Wrocław, Stare Miasto, Szczepin",https://www.otodom.pl/pl/oferta/ID44R3K,Okolice Legnickiej/Duży taras/3 pokoje/64m2,Home Expert,zmywarka:meble:pralka:winda:taras:dwupoziomowe,0,7,7
ID44QYb,334900,8565,39.1,2,2004,"Wrocław, Fabryczna, Maślice, Królewiecka",https://www.otodom.pl/pl/oferta/ID44QYb,"Piękne 2 pokoje, Maślice, Niski Czynsz!",House Invest,,0,1,0
ID44QJu,395000,8028,49.2,2,0,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID44QJu,Okolice Nowowiejskiej/Balkon/Komórka/Inwestycja!!,Home Expert,meble:balkon:piwnica,0,3,0
ID44QvP,405000,10658,38.0,2,0,"Wrocław, Krzyki",https://www.otodom.pl/pl/oferta/ID44QvP,Okolice Ul.CIepłej/38m2/piwnica/balkon/lokalizacja,Home Expert,meble:balkon:winda:oddzielna kuchnia:pom. użytkowe,0,0,10
ID44QrB,1250000,11062,113.0,4,1910,"Wrocław, Krzyki, Przedmieście Oławskie",https://www.otodom.pl/pl/oferta/ID44QrB,Wyjątkowy Apartament na Przedmieściu Oławskim z po,Flipcom Nieruchomości,,0,parter,2
ID44Qjs,299000,9645,31.0,2,1970,"Wrocław, Stare Miasto",https://www.otodom.pl/pl/oferta/ID44Qjs,mieszkanie z potencjałem blisko Rynku,Best House,,0,3,3
ID44Qhp,490000,6282,78.0,3,1950,"Wrocław, Psie Pole, Kleczków, Struga",https://www.otodom.pl/pl/oferta/ID44Qhp,"Przestronne z potencjałem , rozkładowe 3 pok.",Royal Home,telewizja kablowa:internet:telefon:drzwi / okna antywłamaniowe:domofon / wideofon:meble:piwnica:oddzielna kuchnia,0,3,3
ID44QeB,660000,7904,83.5,3,2008,"Wrocław, Psie Pole, Kiełczowska",https://www.otodom.pl/pl/oferta/ID44QeB,"Eleganckie, przestronne, rozkładowe 3 pok balkon.",Royal Home,telewizja kablowa:internet:telefon:drzwi / okna antywłamaniowe:teren zamknięty:domofon / wideofon:meble:balkon:piwnica:garaż/miejsce parkingowe:oddzielna kuchnia,0,1,2
ID44Qbn,485000,7132,68.0,3,1995,"Wrocław, Fabryczna, Muchobór Wielki",https://www.otodom.pl/pl/oferta/ID44Qbn,3-Pokojowe Mieszkanie- 68m2- Pełen Rozkład- Balkon,IMODOM Nieruchomości,telewizja kablowa:internet:telefon:balkon:piwnica,0,0,4
ID44Q1W,649000,10180,63.75,3,1960,"ok. Tęczowej, Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID44Q1W,3 pokoje z piwnicą - 64m2- Stare Miasto,SDP,internet:domofon / wideofon:piwnica,0,parter,4
ID44PIB,699000,9197,76.0,4,2017,"Wrocław, Psie Pole, Lipa Piotrowska",https://www.otodom.pl/pl/oferta/ID44PIB,Okolice Anyżowej/Balkon/Garaż/Komórka,Home Expert,telewizja kablowa:internet:domofon / wideofon:zmywarka:meble:piekarnik:kuchenka:balkon:garaż/miejsce parkingowe:winda:pom. użytkowe,0,3,3
ID44PG7,749000,7968,94.0,4,2007,"Wrocław, Fabryczna, Muchobór Wielki",https://www.otodom.pl/pl/oferta/ID44PG7,Okolice Hłaski 2 Poziomy/BALKON/TARAS/GARAŻ,Home Expert,domofon / wideofon:meble:klimatyzacja:balkon:garaż/miejsce parkingowe:taras:dwupoziomowe,0,3,4
ID44Pzz,343000,8772,39.1,2,0,"Wrocław, Fabryczna, Maślice",https://www.otodom.pl/pl/oferta/ID44Pzz,Okolice Stadionu Miejskiego BALKON/PIWNICA,Home Expert,domofon / wideofon:meble:balkon:piwnica:garaż/miejsce parkingowe,0,1,4
ID44Pws,400000,6452,62.0,3,1971,"Wrocław, Krzyki, Południe, pl. Ludwika Hirszfelda",https://www.otodom.pl/pl/oferta/ID44Pws,"Krzyki, pl. Hirszfelda przy Sky Tower, 62m2, 3 pok",SABLIK Nieruchomości,telewizja kablowa:internet:domofon / wideofon:balkon:piwnica:winda,0,4,10
ID44Ooc,498000,10596,47.0,2,1970,"Wrocław, Stare Miasto",https://www.otodom.pl/pl/oferta/ID44Ooc,okolice Panoramy Racławickiej PEŁEN ROZKŁAD/BALKON,Home Expert,domofon / wideofon:meble:balkon:piwnica:garaż/miejsce parkingowe:oddzielna kuchnia,0,parter,4
ID44Oew,560000,8000,70.0,4,2012,"Wrocław, Fabryczna, Maślice",https://www.otodom.pl/pl/oferta/ID44Oew,okolice ul. Mrągowskiej NOWE2012/TARAS!,Home Expert,domofon / wideofon:meble:garaż/miejsce parkingowe:taras,0,parter,2
ID44Nyx,365000,8144,44.82,3,0,"Wrocław, Krzyki",https://www.otodom.pl/pl/oferta/ID44Nyx,Okolice Sky Tower WINDA,Home Expert,meble:winda:oddzielna kuchnia,0,1,0
ID44M8F,659000,7940,83.0,3,2008,"Wrocław, Psie Pole",https://www.otodom.pl/pl/oferta/ID44M8F,Pełen rozkład(3 pok) - elegancja na jaką cię stać!,Best House,balkon:garaż/miejsce parkingowe,0,1,2
ID44LPB,749000,9855,76.0,4,2011,"Wrocław, Krzyki, Huby, Piękna",https://www.otodom.pl/pl/oferta/ID44LPB,Wyjątkowy apartament 10 minut od centrum,BiuroSWN,telewizja kablowa:internet:telefon:domofon / wideofon:monitoring / ochrona:zmywarka:meble:piekarnik:kuchenka:balkon:garaż/miejsce parkingowe:winda:taras:pom. użytkowe,0,5,5
ID44Lba,400000,9302,43.0,2,0,"Wrocław, Krzyki",https://www.otodom.pl/pl/oferta/ID44Lba,Okolice Ul.Wieczornej/43m2/2pokoje/balkon/,Home Expert,domofon / wideofon:meble:balkon,0,3,0
ID44KMZ,399000,8489,47.0,2,2010,"Wrocław, Krzyki, Borek",https://www.otodom.pl/pl/oferta/ID44KMZ,Okolice Rymarskiej 2 BALKONY/2010/LUX,Home Expert,domofon / wideofon:meble:balkon,0,parter,4
ID44j8z,819000,13000,63.0,4,0,"Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID44j8z,Rynek Wrocław 4 pokojowe mieszkanie,Oferty Deweloperskie,,0,1,0
ID44j8E,533000,13000,41.0,2,0,"Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID44j8E,Rynek mieszkanie 2 pokojowe - Gwarancja Zwrotu,Oferty Deweloperskie,,0,0,0
ID44JtI,475000,6786,70.0,3,1995,"Wrocław, Fabryczna, Muchobór Wielki",https://www.otodom.pl/pl/oferta/ID44JtI,Okolice Mińskiej/70m2/3 pokoje/Do zamieszkania,Home Expert,meble:oddzielna kuchnia:pom. użytkowe,0,parter,3
ID44Jo5,479000,6141,78.0,3,1920,"Wrocław, Śródmieście, Kleczkowska",https://www.otodom.pl/pl/oferta/ID44Jo5,"Nadodrze - 3 pokoje, co miejskie Bez Prowizji!",BiuroSWN,telewizja kablowa:internet:telefon:domofon / wideofon:meble:piwnica:oddzielna kuchnia:pom. użytkowe,0,3,3
ID44JhW,659000,7940,83.0,3,2008,"Wrocław, Psie Pole",https://www.otodom.pl/pl/oferta/ID44JhW,3Pokojowe Mieszkanie + 2 Miejsca Postojowe! P.Pole,IMODOM Nieruchomości,balkon:garaż/miejsce parkingowe:winda,0,1,2
ID44Jh0,750000,11029,68.0,4,2018,"Wrocław, Stare Miasto",https://www.otodom.pl/pl/oferta/ID44Jh0,Okolice Grabiszyńskiej/Inwestycja/Balkon/4 pokoi,Home Expert,teren zamknięty:zmywarka:lodówka:meble:pralka:balkon:garaż/miejsce parkingowe:pom. użytkowe,0,parter,0
ID44J62,300000,10309,29.1,2,0,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID44J62,Okolice pl.Bema/2 pokoje/ klimatyzacja!,Home Expert,system alarmowy:domofon / wideofon:meble:klimatyzacja:garaż/miejsce parkingowe,0,parter,4
ID44J04,329000,10967,30.0,1,0,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID44J04,Kawalerka Przy Wrocławskim Rynku,Biuro Nieruchomości,,0,3,4
ID44IDI,329000,10967,30.0,1,1910,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID44IDI,Okolice Wyspy Słodowej PIWNICA 2 min do rynku,Home Expert,domofon / wideofon:meble:piekarnik:piwnica,0,3,4
ID44ICd,448000,7000,64.0,3,0,"Wrocław, Stare Miasto, ul. Tęczowa",https://www.otodom.pl/pl/oferta/ID44ICd,7000zł/m2-3pok.-ROZKŁAD-Dworzec Świebodzki,RENOMA BIURO,telewizja kablowa:internet:lodówka:meble:piekarnik:kuchenka:pralka:piwnica:oddzielna kuchnia,0,4,5
ID44IC0,490000,6282,78.0,3,0,"Wrocław, Psie Pole, Kleczków",https://www.otodom.pl/pl/oferta/ID44IC0,Okolice Trzebnickiej/3 pokoje/ 78m2/2 piwnice,Home Expert,domofon / wideofon:meble:piwnica:oddzielna kuchnia,0,3,3
ID44IlE,400000,7136,56.05,3,1975,"Wrocław, Krzyki, Huby, Gliniana",https://www.otodom.pl/pl/oferta/ID44IlE,3pok/superlokalizacja/Huby,Lloyd Properties,domofon / wideofon:lodówka:piekarnik:pralka:balkon:piwnica:oddzielna kuchnia,0,parter,4
ID44HNp,430000,8687,49.5,2,1992,"Wrocław, Fabryczna, Gądów Mały",https://www.otodom.pl/pl/oferta/ID44HNp,Okolice ul.Balonowej/50m2/klimatyzacja/balkon!,Home Expert,meble:klimatyzacja:balkon:piwnica:winda:oddzielna kuchnia,0,9,10
ID44Htn,749900,9867,76.0,3,2011,"Wrocław, Krzyki, Tarnogaj",https://www.otodom.pl/pl/oferta/ID44Htn,Okolice Nyskiej/Rozklad/76m2/4 pokoje,Home Expert,domofon / wideofon:monitoring / ochrona:zmywarka:lodówka:meble:kuchenka:pralka:winda,0,5,5
ID44HlG,426000,8192,52.0,2,0,"Wrocław, Krzyki, ul. Przyjaźni",https://www.otodom.pl/pl/oferta/ID44HlG,TANIO mieszkanie Krzyki/2pokoje,Home Expert,domofon / wideofon:meble:oddzielna kuchnia,0,2,0
ID44Hhf,459000,8345,55.0,2,2010,"Wrocław, Fabryczna, Muchobór Wielki, ul. Żwirki i Wigury",https://www.otodom.pl/pl/oferta/ID44Hhf,"Żwirki i Wigury, z umeblowaniem z garażem",Agencja Dom,teren zamknięty:domofon / wideofon:zmywarka:lodówka:meble:piekarnik:kuchenka:pralka:klimatyzacja:balkon:garaż/miejsce parkingowe,0,1,3
ID44GOl,808000,7495,107.8,3,1950,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID44GOl,Okolice Mikołaja Reja/2 balkony/3 pokoje/klima,Home Expert,meble:klimatyzacja:balkon:oddzielna kuchnia,0,2,4
ID44GKq,315000,12600,25.0,1,0,"Wrocław, Krzyki",https://www.otodom.pl/pl/oferta/ID44GKq,Okolice Międzyrzeckiej/Balkon/1 pokoj/25m2,Home Expert,meble:balkon,0,1,0
ID44Gs6,700000,7527,93.0,4,2007,"Wrocław, Krzyki, Ołtaszyn",https://www.otodom.pl/pl/oferta/ID44Gs6,"Wrocław, dwupzoiomowe, Krzyki - Ołtaszyn",PROPERTY11 Sp,telewizja kablowa:internet,0,3,3
ID44GiS,720000,8000,90.0,4,1997,"Wrocław, Krzyki, Ołtaszyn",https://www.otodom.pl/pl/oferta/ID44GiS,Okolice ul.Ułańskiej/Taras/Piwnica,Home Expert,domofon / wideofon:meble:piwnica:ogródek:taras:dwupoziomowe,0,parter,2
ID44G6S,395000,9518,41.5,2,1975,"Wrocław, Stare Miasto, Szczepin",https://www.otodom.pl/pl/oferta/ID44G6S,Okolice ul.Inowrocławskiej/2pokoje/piwnica/komórka,Home Expert,drzwi / okna antywłamaniowe:domofon / wideofon:zmywarka:lodówka:meble:kuchenka:piwnica:pom. użytkowe,0,6,10
ID44FZP,430000,10750,40.0,2,1975,"Wrocław, Fabryczna",https://www.otodom.pl/pl/oferta/ID44FZP,Dwa pokoje świetne pod najem.,Best House,piwnica:winda:oddzielna kuchnia,0,8,10
ID44FY6,420000,10769,39.0,2,1975,"Wrocław, Krzyki",https://www.otodom.pl/pl/oferta/ID44FY6,Okolice Gajowickiej/Rozkład/2 pokoje/40m2,Home Expert,domofon / wideofon:meble:winda:oddzielna kuchnia,0,8,10
ID44FVa,355000,8256,43.0,2,0,"Wrocław, Krzyki, Południe",https://www.otodom.pl/pl/oferta/ID44FVa,Okolice Ul.Trwałej/43m2/piwnica/lokalizacja,Home Expert,domofon / wideofon:meble:piwnica:winda:oddzielna kuchnia,0,10,10
ID44Fuk,660000,7475,88.3,3,2011,"Wrocław, Krzyki",https://www.otodom.pl/pl/oferta/ID44Fuk,Krzyki Dwupoziomowe 3 pokoje 88 m2 10 min Centrum,House,balkon:garaż/miejsce parkingowe:dwupoziomowe,0,4,4
ID44ERI,2990000,28208,106.0,3,2012,"Wrocław, Stare Miasto, ok. Powstańców Śląskich",https://www.otodom.pl/pl/oferta/ID44ERI,Apartament Na 45 Piętrze Sky Tower,SDP,monitoring / ochrona:garaż/miejsce parkingowe:winda,0,> 10,48
ID44EAH,558000,7793,71.6,6,0,"Wrocław, Fabryczna, Kuźniki",https://www.otodom.pl/pl/oferta/ID44EAH,Okolice Ul.Bajana/72m2/balkon/6pokoi/piwnica,Home Expert,domofon / wideofon:meble:balkon:piwnica,0,3,0
ID44EnO,380000,10270,37.0,2,0,"Wrocław, Fabryczna",https://www.otodom.pl/pl/oferta/ID44EnO,Okolice Stalowej/2 pokoje/37m2,Home Expert,domofon / wideofon:zmywarka:lodówka:meble:piekarnik:kuchenka:pralka:piwnica,0,parter,3
ID44Eb3,389000,6801,57.2,3,2011,"Wrocław, Fabryczna, Stabłowice, ok. Wojanowskiej",https://www.otodom.pl/pl/oferta/ID44Eb3,"Fabryczna 3 pokoje, kuchnia, balkon, winda,garaż!",SDP,internet:telefon:domofon / wideofon:balkon:winda,0,1,3
ID44DS3,335000,8137,41.17,2,1900,"Wrocław, Stare Miasto",https://www.otodom.pl/pl/oferta/ID44DS3,okolice Placu Legionów OD ZARAZ!,Home Expert,domofon / wideofon:meble:oddzielna kuchnia,0,3,4
ID44DQf,960000,8727,110.0,5,0,"Wrocław, Fabryczna, Grabiszyn",https://www.otodom.pl/pl/oferta/ID44DQf,Okolice Grabiszyńskiej/Inwestycja wynajem/5 pokoi,Home Expert,meble:dwupoziomowe,0,4,4
ID44DOp,750000,12295,61.0,2,2010,"Wrocław, Śródmieście, Biskupin",https://www.otodom.pl/pl/oferta/ID44DOp,okolice ul.Wittiga/ogródek/61m2/umeblowane/rolety,Home Expert,teren zamknięty:domofon / wideofon:monitoring / ochrona:zmywarka:lodówka:meble:piekarnik:kuchenka:telewizor:pralka:garaż/miejsce parkingowe:ogródek:taras,0,parter,2
ID44DMY,489000,8409,58.15,3,1904,"Wrocław, Śródmieście, Plac Grunwaldzki",https://www.otodom.pl/pl/oferta/ID44DMY,Pl.Grunwaldzki 3 pok 58m2 wysokim parter kamienica,BERNHARD i,piwnica:oddzielna kuchnia,0,0,4
ID44CO1,620000,9463,65.52,3,2007,"Wrocław, Krzyki, Klecina",https://www.otodom.pl/pl/oferta/ID44CO1,Okolice ul. Ogórkowej/3 pokoje/balkon/ogródek,Home Expert,domofon / wideofon:meble:balkon:garaż/miejsce parkingowe:ogródek:oddzielna kuchnia:taras:dwupoziomowe,0,parter,2
ID44CGh,460000,8214,56.0,3,2017,"Wrocław, Fabryczna, Złotniki",https://www.otodom.pl/pl/oferta/ID44CGh,okoliceUl.Mieroszowskiej/balkon/2 parkingi/rozkład,Home Expert,domofon / wideofon:meble:balkon:garaż/miejsce parkingowe:oddzielna kuchnia,0,3,4
ID44CGd,465000,6549,71.0,4,1980,"Wrocław, Fabryczna, Muchobór Wielki",https://www.otodom.pl/pl/oferta/ID44CGd,Okolice ul. Mińskiej/4 pokoje/balkon/piwnica/garaż,Home Expert,domofon / wideofon:meble:balkon:piwnica:garaż/miejsce parkingowe:oddzielna kuchnia,0,2,4
ID44CCA,450000,8123,55.4,2,1996,"Wrocław, Fabryczna, Gądów Mały",https://www.otodom.pl/pl/oferta/ID44CCA,Okolice Bystrzyckiej/55m2/Balkon/2 pokoje,Home Expert,meble:balkon:garaż/miejsce parkingowe:winda:oddzielna kuchnia,0,7,10
ID44CuY,538000,10346,52.0,2,2011,"Wrocław, Krzyki, Huby",https://www.otodom.pl/pl/oferta/ID44CuY,Okolice ul.Bocznej /2pokoje /taras /parter /garaż,Home Expert,teren zamknięty:domofon / wideofon:monitoring / ochrona:meble:garaż/miejsce parkingowe:winda:taras,0,parter,6
ID44BfV,330000,7500,44.0,2,1982,"Wrocław, Fabryczna, Kuźniki",https://www.otodom.pl/pl/oferta/ID44BfV,Okolice ul. Uznamskiej /2 pokoje /balkon /piwnica,Home Expert,domofon / wideofon:meble:balkon:piwnica:oddzielna kuchnia,0,4,4
ID44Bf7,500000,13158,38.0,2,2017,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID44Bf7,Okolice ul.Matejki/38m2/balkon/Ochrona,Home Expert,domofon / wideofon:monitoring / ochrona:lodówka:piekarnik:pralka:balkon:winda,0,2,7
ID44Bc3,430000,7544,57.0,3,2011,"Wrocław, Fabryczna, Stabłowice",https://www.otodom.pl/pl/oferta/ID44Bc3,Ok.ul.Strzeblowskiej/3pokoje/balkon!,Home Expert,domofon / wideofon:zmywarka:lodówka:meble:piekarnik:kuchenka:balkon:garaż/miejsce parkingowe:oddzielna kuchnia,0,1,3
ID44B6G,780000,8189,95.25,3,0,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID44B6G,Okolice pl. Grunwaldzkiego/Balkon/2 piwnice,Home Expert,domofon / wideofon:balkon:piwnica:oddzielna kuchnia,0,2,5
ID44B5t,515000,7687,67.0,3,1949,"Wrocław, Stare Miasto",https://www.otodom.pl/pl/oferta/ID44B5t,Okolice pl. Legionów/rozkład/3 pokoje,Home Expert,domofon / wideofon:meble:piwnica:garaż/miejsce parkingowe:oddzielna kuchnia,0,3,4
ID44AL7,990000,11124,89.0,3,1930,"Wrocław, Fabryczna, Grabiszyn",https://www.otodom.pl/pl/oferta/ID44AL7,Okolice ul. Ołowianej /4 pokoje/balkon/piwnica/LUX,Home Expert,domofon / wideofon:zmywarka:lodówka:meble:piekarnik:kuchenka:pralka:balkon:piwnica:garaż/miejsce parkingowe:oddzielna kuchnia,0,3,4
ID44Ayx,1240000,9764,127.0,4,2005,"Wrocław, Krzyki, Borek",https://www.otodom.pl/pl/oferta/ID44Ayx,Ok. ul.Rymarskiej /2 piętra/4pokoje/2tarasy/garaż,Home Expert,domofon / wideofon:meble:klimatyzacja:balkon:garaż/miejsce parkingowe:taras:dwupoziomowe:pom. użytkowe,0,3,3
ID44A9c,750000,8045,93.22,4,2003,"Wrocław, Krzyki, Gaj, ok. Strońskiej",https://www.otodom.pl/pl/oferta/ID44A9c,Mieszkanie 4 pokojowe z tarasem 25m2 na Gaju!,SDP,internet:garaż/miejsce parkingowe:taras,0,1,4
ID44A9b,380000,7224,52.6,2,1985,"Wrocław, Krzyki, Powstańców Śląskich",https://www.otodom.pl/pl/oferta/ID44A9b,2 pokoje w centrum z widokiem na zieleń,SDP,internet:balkon,0,3,10
ID44zD5,470000,7539,62.34,2,0,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID44zD5,Okolice Mostu Grunwaldzkiego,Home Expert,meble:garaż/miejsce parkingowe,0,4,5
